,Exp,group,PID,phase,trial,condition,old_pair,stimulus_left,stimulus_right,old_response,rt_pairs,chosen_object,left_object_chosen,rt_object,pairs_acc,zscored_rt_pairs,zscored_rt_object
568,Pilot,d09302021,OxAiv,memory_test,24.0,1.0,0.0,12.0,36.0,0.0,1506.0,,,,1,-0.7281393908587733,
569,Pilot,d09302021,OxAiv,memory_test,25.0,0.0,0.0,31.0,39.0,0.0,1055.0,,,,1,-0.8675391001986043,
570,Pilot,d09302021,OxAiv,memory_test,26.0,0.0,1.0,29.0,49.0,1.0,7876.0,29.0,1.0,898.0,1,1.2407655947171097,-0.7390256425475277
571,Pilot,d09302021,OxAiv,memory_test,27.0,0.0,0.0,29.0,58.0,0.0,1319.0,,,,1,-0.7859392703411423,
572,Pilot,d09302021,OxAiv,memory_test,28.0,0.0,0.0,42.0,15.0,0.0,10152.0,,,,1,1.944255036973108,
573,Pilot,d09302021,OxAiv,memory_test,29.0,1.0,0.0,33.0,26.0,0.0,2119.0,,,,1,-0.5386670586518634,
574,Pilot,d09302021,OxAiv,memory_test,30.0,1.0,0.0,10.0,40.0,0.0,2512.0,,,,1,-0.4171945846595051,
575,Pilot,d09302021,OxAiv,memory_test,31.0,0.0,0.0,52.0,17.0,0.0,3596.0,,,,1,-0.0821407378205323,
576,Pilot,d10012021,xlr2G,memory_test,0.0,0.0,1.0,49.0,32.0,1.0,5545.0,32.0,0.0,1881.0,1,4.186934396992462,1.402003440020854
577,Pilot,d10012021,xlr2G,memory_test,1.0,0.0,1.0,14.0,10.0,0.0,3931.0,10.0,,,0,2.5257976038148104,
578,Pilot,d10012021,xlr2G,memory_test,2.0,1.0,0.0,22.0,44.0,1.0,2263.0,,1.0,3487.0,0,0.8090837432074234,3.252901528531739
579,Pilot,d10012021,xlr2G,memory_test,3.0,0.0,0.0,23.0,47.0,0.0,1662.0,,,,1,0.1905315668135147,
580,Pilot,d10012021,xlr2G,memory_test,4.0,1.0,1.0,43.0,5.0,1.0,1360.0,43.0,1.0,979.0,1,-0.1202883288120433,0.3624579382544665
581,Pilot,d10012021,xlr2G,memory_test,5.0,0.0,1.0,33.0,56.0,1.0,1274.0,33.0,1.0,311.0,1,-0.2087999547186592,-0.40740502757696
582,Pilot,d10012021,xlr2G,memory_test,6.0,0.0,1.0,47.0,27.0,1.0,962.0,47.0,1.0,305.0,1,-0.5299118998682425,-0.4143199643958052
583,Pilot,d10012021,xlr2G,memory_test,7.0,1.0,0.0,40.0,43.0,0.0,1283.0,,,,1,-0.1995371101470366,
584,Pilot,d10012021,xlr2G,memory_test,8.0,0.0,1.0,59.0,21.0,0.0,2327.0,21.0,,,0,0.8749528601611841,
585,Pilot,d10012021,xlr2G,memory_test,9.0,1.0,0.0,26.0,18.0,0.0,1413.0,,,,1,-0.0657404663347103,
586,Pilot,d10012021,xlr2G,memory_test,10.0,1.0,1.0,9.0,29.0,1.0,850.0,9.0,1.0,434.0,1,-0.6451828545373236,-0.2656488227906344
587,Pilot,d10012021,xlr2G,memory_test,11.0,1.0,0.0,51.0,34.0,1.0,1290.0,,1.0,258.0,0,-0.1923326754802191,-0.4684869694767588
588,Pilot,d10012021,xlr2G,memory_test,12.0,0.0,0.0,14.0,32.0,1.0,1619.0,,1.0,304.0,0,0.1462757538602067,-0.4154724538656127
589,Pilot,d10012021,xlr2G,memory_test,13.0,0.0,1.0,12.0,31.0,0.0,983.0,31.0,,,0,-0.5082985958677898,
590,Pilot,d10012021,xlr2G,memory_test,14.0,1.0,0.0,5.0,52.0,0.0,969.0,,,,1,-0.522707465201425,
591,Pilot,d10012021,xlr2G,memory_test,15.0,0.0,0.0,31.0,49.0,1.0,1193.0,,0.0,281.0,0,-0.2921655558632626,-0.4419797116711857
592,Pilot,d10012021,xlr2G,memory_test,16.0,1.0,0.0,29.0,38.0,1.0,1509.0,,0.0,350.0,0,0.0330632090959306,-0.3624579382544665
593,Pilot,d10012021,xlr2G,memory_test,17.0,0.0,1.0,53.0,1.0,0.0,1621.0,1.0,,,0,0.1483341637650118,
594,Pilot,d10012021,xlr2G,memory_test,18.0,1.0,1.0,34.0,52.0,1.0,989.0,52.0,1.0,394.0,1,-0.5021233661533747,-0.3117484015829355
595,Pilot,d10012021,xlr2G,memory_test,19.0,1.0,1.0,11.0,22.0,0.0,1009.0,22.0,,,0,-0.4815392671053245,
596,Pilot,d10012021,xlr2G,memory_test,20.0,1.0,1.0,26.0,44.0,1.0,511.0,26.0,1.0,774.0,1,-0.9940833334017748,0.1261975969439239
597,Pilot,d10012021,xlr2G,memory_test,21.0,0.0,0.0,10.0,27.0,0.0,376.0,,,,1,-1.1330260019761136,
598,Pilot,d10012021,xlr2G,memory_test,22.0,0.0,0.0,56.0,21.0,0.0,992.0,,,,1,-0.4990357512961672,
599,Pilot,d10012021,xlr2G,memory_test,23.0,1.0,1.0,51.0,25.0,1.0,1012.0,51.0,1.0,305.0,1,-0.478451652248117,-0.4143199643958052
600,Pilot,d10012021,xlr2G,memory_test,24.0,0.0,1.0,30.0,23.0,1.0,1895.0,30.0,1.0,165.0,1,0.4303363207232996,-0.5756684901688587
601,Pilot,d10012021,xlr2G,memory_test,25.0,0.0,0.0,59.0,1.0,0.0,979.0,,,,1,-0.5124154156773998,
602,Pilot,d10012021,xlr2G,memory_test,26.0,1.0,0.0,42.0,25.0,0.0,1077.0,,,,1,-0.4115533303419538,
603,Pilot,d10012021,xlr2G,memory_test,27.0,1.0,0.0,11.0,9.0,0.0,1195.0,,,,1,-0.2901071459584576,
604,Pilot,d10012021,xlr2G,memory_test,28.0,0.0,0.0,30.0,53.0,0.0,1470.0,,,,1,-0.0070757840477672,
605,Pilot,d10012021,xlr2G,memory_test,29.0,0.0,0.0,33.0,12.0,1.0,1176.0,,1.0,140.0,0,-0.3096620400541053,-0.6044807269140468
606,Pilot,d10012021,xlr2G,memory_test,30.0,1.0,1.0,42.0,18.0,1.0,1321.0,42.0,1.0,264.0,1,-0.1604273219557413,-0.4615720326579137
607,Pilot,d10012021,xlr2G,memory_test,31.0,1.0,1.0,38.0,40.0,0.0,1204.0,38.0,,,0,-0.280844301386835,
608,Pilot,d10012021,RMj9m,memory_test,0.0,0.0,1.0,55.0,31.0,1.0,4996.0,55.0,1.0,2863.0,1,4.094175662723436,4.034081027000264
609,Pilot,d10012021,RMj9m,memory_test,1.0,1.0,0.0,41.0,42.0,0.0,2792.0,,,,1,1.302825381991861,
610,Pilot,d10012021,RMj9m,memory_test,2.0,0.0,0.0,23.0,15.0,1.0,2179.0,,1.0,419.0,0,0.5264652540025437,-0.0755848949224325
611,Pilot,d10012021,RMj9m,memory_test,3.0,1.0,0.0,8.0,10.0,1.0,2032.0,,0.0,466.0,0,0.3402908024292491,0.0034471420376193
612,Pilot,d10012021,RMj9m,memory_test,4.0,0.0,1.0,59.0,33.0,1.0,2511.0,33.0,0.0,647.0,1,0.9469408861272636,0.3078045609688828
613,Pilot,d10012021,RMj9m,memory_test,5.0,1.0,1.0,10.0,42.0,1.0,2309.0,10.0,1.0,727.0,1,0.6911093268224642,0.4423271770710987
614,Pilot,d10012021,RMj9m,memory_test,6.0,1.0,0.0,2.0,14.0,1.0,2009.0,,1.0,359.0,0,0.3111614664688016,-0.1764768569990945
615,Pilot,d10012021,RMj9m,memory_test,7.0,1.0,0.0,38.0,24.0,1.0,1490.0,,1.0,249.0,0,-0.3461483319430347,-0.3614454541396414
616,Pilot,d10012021,RMj9m,memory_test,8.0,0.0,1.0,58.0,13.0,1.0,2100.0,58.0,1.0,256.0,1,0.4264123174427459,-0.3496747252306975
617,Pilot,d10012021,RMj9m,memory_test,9.0,1.0,0.0,54.0,28.0,1.0,2363.0,,0.0,322.0,0,0.7594999416861234,-0.2386935669463693
618,Pilot,d10012021,RMj9m,memory_test,10.0,1.0,0.0,29.0,32.0,1.0,1941.0,,1.0,235.0,0,0.2250399514553047,-0.3849869119575291
619,Pilot,d10012021,RMj9m,memory_test,11.0,1.0,0.0,21.0,5.0,1.0,1251.0,,1.0,217.0,0,-0.6488401273581192,-0.4152545005805277
620,Pilot,d10012021,RMj9m,memory_test,12.0,1.0,1.0,24.0,54.0,0.0,1686.0,24.0,,,0,-0.0979157298453084,
621,Pilot,d10012021,RMj9m,memory_test,13.0,0.0,0.0,37.0,58.0,0.0,1018.0,,,,1,-0.9439329655661306,
622,Pilot,d10012021,RMj9m,memory_test,14.0,0.0,1.0,30.0,6.0,0.0,887.0,6.0,,,0,-1.1098435312538966,
623,Pilot,d10012021,RMj9m,memory_test,15.0,1.0,1.0,2.0,38.0,0.0,1087.0,2.0,,,0,-0.8565449576847881,
624,Pilot,d10012021,RMj9m,memory_test,16.0,0.0,0.0,6.0,59.0,0.0,1367.0,,,,1,-0.5019269546880364,
625,Pilot,d10012021,RMj9m,memory_test,17.0,0.0,0.0,20.0,33.0,1.0,1103.0,,0.0,363.0,0,-0.8362810717992595,-0.1697507261939837
626,Pilot,d10012021,RMj9m,memory_test,18.0,0.0,0.0,16.0,31.0,1.0,1995.0,,1.0,282.0,0,0.293430566318964,-0.3059548749974773
627,Pilot,d10012021,RMj9m,memory_test,19.0,0.0,1.0,20.0,35.0,1.0,1943.0,35.0,0.0,244.0,1,0.2275729371909958,-0.3698531176460299
628,Pilot,d10012021,RMj9m,memory_test,20.0,0.0,1.0,46.0,12.0,1.0,1898.0,12.0,0.0,752.0,1,0.1705807581379464,0.4843654946030412
629,Pilot,d10012021,RMj9m,memory_test,21.0,0.0,1.0,16.0,15.0,1.0,996.0,16.0,1.0,136.0,1,-0.9717958086587324,-0.5514586493840213
630,Pilot,d10012021,RMj9m,memory_test,22.0,1.0,1.0,14.0,21.0,1.0,1478.0,21.0,0.0,49.0,1,-0.3613462463571812,-0.6977519943951812
631,Pilot,d10012021,RMj9m,memory_test,23.0,1.0,0.0,27.0,57.0,0.0,1443.0,,,,1,-0.4056734967317751,
632,Pilot,d10012021,RMj9m,memory_test,24.0,1.0,1.0,41.0,5.0,0.0,982.0,41.0,,,0,-0.98952670880857,
633,Pilot,d10012021,RMj9m,memory_test,25.0,0.0,1.0,23.0,37.0,0.0,1203.0,23.0,,,0,-0.7096317850147053,
634,Pilot,d10012021,RMj9m,memory_test,26.0,1.0,1.0,57.0,32.0,1.0,1340.0,57.0,1.0,191.0,1,-0.536122262119866,-0.4589743508137479
635,Pilot,d10012021,RMj9m,memory_test,27.0,0.0,0.0,35.0,46.0,1.0,2450.0,,1.0,305.0,0,0.8696848211886856,-0.2672796228680902
636,Pilot,d10012021,RMj9m,memory_test,28.0,0.0,0.0,30.0,55.0,1.0,1735.0,,0.0,197.0,0,-0.0358575793208769,-0.4488851546060817
637,Pilot,d10012021,RMj9m,memory_test,29.0,1.0,1.0,28.0,27.0,0.0,1710.0,28.0,,,0,-0.0675199010170154,
638,Pilot,d10012021,RMj9m,memory_test,30.0,1.0,1.0,29.0,8.0,0.0,1010.0,29.0,,,0,-0.9540649085088948,
639,Pilot,d10012021,RMj9m,memory_test,31.0,0.0,0.0,13.0,12.0,0.0,1122.0,,,,1,-0.8122177073101942,
640,Pilot,d10012021,uphHd,memory_test,0.0,1.0,1.0,0.0,46.0,0.0,3192.0,46.0,,,0,1.2421655984234408,
641,Pilot,d10012021,uphHd,memory_test,1.0,0.0,0.0,16.0,23.0,0.0,1508.0,,,,1,-0.3053507526999525,
642,Pilot,d10012021,uphHd,memory_test,2.0,0.0,0.0,39.0,33.0,1.0,1369.0,,0.0,4644.0,0,-0.4330851783568121,2.340064976265119
643,Pilot,d10012021,uphHd,memory_test,3.0,1.0,1.0,8.0,21.0,0.0,1359.0,21.0,,,0,-0.4422747053824855,
644,Pilot,d10012021,uphHd,memory_test,4.0,1.0,1.0,14.0,18.0,0.0,899.0,14.0,,,0,-0.8649929485634599,
645,Pilot,d10012021,uphHd,memory_test,5.0,0.0,1.0,31.0,16.0,1.0,2388.0,16.0,0.0,1342.0,1,0.5033276255593029,0.0007969946939029
646,Pilot,d10012021,uphHd,memory_test,6.0,0.0,1.0,2.0,33.0,0.0,5247.0,33.0,,,0,3.1306134021993155,
647,Pilot,d10012021,uphHd,memory_test,7.0,1.0,1.0,27.0,40.0,0.0,4304.0,40.0,,,0,2.264041003678318,
648,Pilot,d10012021,uphHd,memory_test,8.0,0.0,1.0,59.0,37.0,1.0,4094.0,59.0,1.0,1653.0,1,2.0710609361391774,0.2211217500750804
649,Pilot,d10012021,uphHd,memory_test,9.0,1.0,0.0,0.0,43.0,0.0,1185.0,,,,1,-0.6021724756292018,
650,Pilot,d10012021,uphHd,memory_test,10.0,0.0,0.0,2.0,59.0,0.0,1038.0,,,,1,-0.7372585229066002,
651,Pilot,d10012021,uphHd,memory_test,11.0,0.0,0.0,31.0,24.0,1.0,2739.0,,0.0,357.0,0,0.8258800241604376,-0.6970161373011448
652,Pilot,d10012021,uphHd,memory_test,12.0,1.0,0.0,21.0,35.0,0.0,1800.0,,,,1,-0.0370165635502904,
653,Pilot,d10012021,uphHd,memory_test,13.0,1.0,1.0,5.0,57.0,0.0,1742.0,5.0,,,0,-0.0903158202991959,
654,Pilot,d10012021,uphHd,memory_test,14.0,0.0,0.0,19.0,53.0,0.0,950.0,,,,1,-0.8181263607325258,
655,Pilot,d10012021,uphHd,memory_test,15.0,0.0,0.0,51.0,44.0,0.0,1184.0,,,,1,-0.6030914283317692,
656,Pilot,d10012021,uphHd,memory_test,16.0,0.0,1.0,29.0,44.0,1.0,1291.0,29.0,1.0,509.0,1,-0.5047634891570643,-0.5893332986582541
657,Pilot,d10012021,uphHd,memory_test,17.0,0.0,1.0,19.0,23.0,0.0,1519.0,19.0,,,0,-0.2952422729717118,
658,Pilot,d10012021,uphHd,memory_test,18.0,1.0,1.0,7.0,36.0,0.0,3031.0,7.0,,,0,1.0942142133100996,
659,Pilot,d10012021,uphHd,memory_test,19.0,1.0,0.0,14.0,45.0,0.0,983.0,,,,1,-0.7878009215478037,
660,Pilot,d10012021,uphHd,memory_test,20.0,1.0,0.0,27.0,5.0,0.0,1040.0,,,,1,-0.7354206175014656,
661,Pilot,d10012021,uphHd,memory_test,21.0,1.0,0.0,18.0,40.0,0.0,1634.0,,,,1,-0.1895627121764682,
662,Pilot,d10012021,uphHd,memory_test,22.0,1.0,0.0,7.0,57.0,0.0,890.0,,,,1,-0.873263522886566,
663,Pilot,d10012021,uphHd,memory_test,23.0,1.0,1.0,45.0,43.0,0.0,642.0,43.0,,,0,-1.1011637931232652,
664,Pilot,d10012021,uphHd,memory_test,24.0,0.0,1.0,39.0,22.0,1.0,1472.0,22.0,0.0,486.0,1,-0.3384330499923765,-0.6056274124002705
665,Pilot,d10012021,uphHd,memory_test,25.0,0.0,1.0,51.0,53.0,1.0,1850.0,51.0,1.0,1093.0,1,0.0089310715780762,-0.1756044975566217
666,Pilot,d10012021,uphHd,memory_test,26.0,1.0,0.0,8.0,46.0,0.0,1438.0,,,,1,-0.369677441879666,
667,Pilot,d10012021,uphHd,memory_test,27.0,1.0,1.0,1.0,35.0,0.0,1160.0,1.0,,,0,-0.6251462931933853,
668,Pilot,d10012021,uphHd,memory_test,28.0,0.0,0.0,37.0,29.0,0.0,1851.0,,,,1,0.0098500242806436,
669,Pilot,d10012021,uphHd,memory_test,29.0,1.0,0.0,1.0,36.0,0.0,1883.0,,,,1,0.0392565107627983,
670,Pilot,d10012021,uphHd,memory_test,30.0,0.0,1.0,32.0,24.0,1.0,2239.0,24.0,0.0,643.0,1,0.3664036728767698,-0.4944023751178111
671,Pilot,d10012021,uphHd,memory_test,31.0,0.0,0.0,22.0,32.0,0.0,968.0,,,,1,-0.8015852120863137,
672,Pilot,d09302021,InbSs,memory_test,0.0,0.0,1.0,17.0,8.0,0.0,1849.0,17.0,,,0,0.8482361957645665,
673,Pilot,d09302021,InbSs,memory_test,1.0,1.0,1.0,15.0,40.0,0.0,1933.0,40.0,,,0,1.0284780055839464,
674,Pilot,d09302021,InbSs,memory_test,2.0,1.0,0.0,58.0,44.0,0.0,1144.0,,,,1,-0.6645075652195142,
675,Pilot,d09302021,InbSs,memory_test,3.0,0.0,0.0,0.0,36.0,1.0,1048.0,,0.0,2091.0,0,-0.8704982050130912,0.3062003883936237
676,Pilot,d09302021,InbSs,memory_test,4.0,1.0,0.0,29.0,15.0,0.0,2033.0,,,,1,1.2430515887022555,
677,Pilot,d09302021,InbSs,memory_test,5.0,0.0,1.0,12.0,57.0,0.0,2127.0,57.0,,,0,1.4447507568334663,
678,Pilot,d09302021,InbSs,memory_test,6.0,0.0,0.0,2.0,51.0,0.0,2014.0,,,,1,1.2022826079097768,
679,Pilot,d09302021,InbSs,memory_test,7.0,1.0,1.0,33.0,43.0,1.0,1054.0,43.0,0.0,2960.0,1,-0.8576237900259925,1.3022522400505292
680,Pilot,d09302021,InbSs,memory_test,8.0,1.0,0.0,43.0,22.0,0.0,2296.0,,,,1,1.8073801123034088,
681,Pilot,d09302021,InbSs,memory_test,9.0,0.0,0.0,18.0,3.0,0.0,1198.0,,,,1,-0.5486378303356272,
682,Pilot,d09302021,InbSs,memory_test,10.0,1.0,0.0,32.0,41.0,0.0,1287.0,,,,1,-0.3576673413603318,
683,Pilot,d09302021,InbSs,memory_test,11.0,1.0,1.0,35.0,1.0,0.0,794.0,1.0,,,0,-1.4155151061335969,
684,Pilot,d09302021,InbSs,memory_test,12.0,0.0,1.0,0.0,7.0,0.0,804.0,7.0,,,0,-1.394057747821766,
685,Pilot,d09302021,InbSs,memory_test,13.0,1.0,0.0,33.0,1.0,0.0,1679.0,,,,1,0.4834611044634407,
686,Pilot,d09302021,InbSs,memory_test,14.0,0.0,1.0,2.0,36.0,0.0,1112.0,36.0,,,0,-0.7331711118173732,
687,Pilot,d09302021,InbSs,memory_test,15.0,1.0,1.0,55.0,29.0,1.0,1356.0,29.0,0.0,1163.0,1,-0.2096115690086984,-0.7574775383470072
688,Pilot,d09302021,InbSs,memory_test,16.0,1.0,1.0,4.0,44.0,1.0,1789.0,44.0,0.0,3019.0,1,0.719492045893581,1.3698783151342546
689,Pilot,d09302021,InbSs,memory_test,17.0,0.0,0.0,21.0,12.0,0.0,1393.0,,,,1,-0.1302193432549239,
690,Pilot,d09302021,InbSs,memory_test,18.0,1.0,0.0,35.0,31.0,0.0,803.0,,,,1,-1.3962034836529489,
691,Pilot,d09302021,InbSs,memory_test,19.0,0.0,0.0,37.0,34.0,1.0,1951.0,,1.0,1120.0,0,1.067101250545242,-0.8067643388317562
692,Pilot,d09302021,InbSs,memory_test,20.0,0.0,0.0,7.0,8.0,0.0,1348.0,,,,1,-0.2267774556581631,
693,Pilot,d09302021,InbSs,memory_test,21.0,1.0,1.0,13.0,22.0,0.0,1383.0,13.0,,,0,-0.1516767015667549,
694,Pilot,d09302021,InbSs,memory_test,22.0,0.0,1.0,51.0,18.0,0.0,2605.0,51.0,,,0,2.470412484138985,
695,Pilot,d09302021,InbSs,memory_test,23.0,0.0,1.0,39.0,37.0,0.0,1134.0,37.0,,,0,-0.6859649235313451,
696,Pilot,d09302021,InbSs,memory_test,24.0,1.0,0.0,13.0,55.0,0.0,1426.0,,,,1,-0.0594100608258818,
697,Pilot,d09302021,InbSs,memory_test,25.0,0.0,1.0,3.0,34.0,0.0,1418.0,3.0,,,0,-0.0765759474753466,
698,Pilot,d09302021,InbSs,memory_test,26.0,1.0,1.0,41.0,31.0,0.0,936.0,31.0,,,0,-1.1108206181055975,
699,Pilot,d09302021,InbSs,memory_test,27.0,0.0,0.0,57.0,39.0,0.0,1197.0,,,,1,-0.5507835661668102,
700,Pilot,d09302021,InbSs,memory_test,28.0,1.0,1.0,58.0,32.0,0.0,1344.0,32.0,,,0,-0.2353603989828955,
701,Pilot,d09302021,InbSs,memory_test,29.0,1.0,0.0,4.0,40.0,1.0,1577.0,,0.0,1411.0,0,0.2645960496827652,-0.4732187820628731
702,Pilot,d09302021,InbSs,memory_test,30.0,0.0,0.0,56.0,17.0,0.0,1633.0,,,,1,0.3847572562290184,
703,Pilot,d09302021,InbSs,memory_test,31.0,0.0,1.0,21.0,56.0,1.0,853.0,21.0,1.0,1003.0,1,-1.2889166920937942,-0.9408702843367712
736,Pilot,d09302021,OxXnd,memory_test,0.0,1.0,0.0,11.0,57.0,1.0,2425.0,,1.0,1134.0,0,2.454649534995556,2.8889008727424805
737,Pilot,d09302021,OxXnd,memory_test,1.0,0.0,1.0,22.0,12.0,1.0,1389.0,22.0,1.0,390.0,1,0.6174584620698172,-0.2010103539976078
738,Pilot,d09302021,OxXnd,memory_test,2.0,0.0,1.0,51.0,42.0,0.0,1459.0,51.0,,,0,0.741592994024259,
739,Pilot,d09302021,OxXnd,memory_test,3.0,0.0,0.0,42.0,15.0,1.0,1347.0,,0.0,838.0,0,0.5429777428971522,1.6595813524265313
740,Pilot,d09302021,OxXnd,memory_test,4.0,1.0,1.0,57.0,56.0,1.0,1059.0,56.0,0.0,662.0,1,0.0322528114274487,0.928634610617048
741,Pilot,d09302021,OxXnd,memory_test,5.0,0.0,0.0,13.0,3.0,0.0,2308.0,,,,1,2.247167531585989,
742,Pilot,d09302021,OxXnd,memory_test,6.0,0.0,1.0,26.0,4.0,1.0,827.0,26.0,1.0,478.0,1,-0.3791644944787012,0.1644630169071338
743,Pilot,d09302021,OxXnd,memory_test,7.0,1.0,0.0,7.0,16.0,1.0,1252.0,,0.0,1031.0,0,0.3745094495304097,2.4611309045244307
744,Pilot,d09302021,OxXnd,memory_test,8.0,1.0,1.0,47.0,55.0,1.0,1547.0,55.0,0.0,565.0,1,0.8976478341955574,0.5257832813243215
745,Pilot,d09302021,OxXnd,memory_test,9.0,0.0,1.0,18.0,49.0,0.0,819.0,18.0,,,0,-0.3933512981306375,
746,Pilot,d09302021,OxXnd,memory_test,10.0,1.0,0.0,41.0,43.0,1.0,699.0,,0.0,278.0,0,-0.6061533529096806,-0.6661582806036426
747,Pilot,d09302021,OxXnd,memory_test,11.0,0.0,0.0,22.0,4.0,0.0,1044.0,,,,1,0.0056525545800683,
748,Pilot,d09302021,OxXnd,memory_test,12.0,1.0,0.0,2.0,48.0,1.0,1004.0,,1.0,366.0,0,-0.0652814636796127,-0.3006849096989009
749,Pilot,d09302021,OxXnd,memory_test,13.0,0.0,1.0,15.0,8.0,1.0,844.0,15.0,1.0,365.0,1,-0.3490175367183368,-0.3048380161864548
750,Pilot,d09302021,OxXnd,memory_test,14.0,0.0,1.0,21.0,3.0,1.0,668.0,21.0,1.0,318.0,1,-0.6611272170609334,-0.5000340211014873
751,Pilot,d09302021,OxXnd,memory_test,15.0,1.0,0.0,36.0,1.0,1.0,1044.0,,0.0,302.0,0,0.0056525545800683,-0.5664837249023494
752,Pilot,d09302021,OxXnd,memory_test,16.0,1.0,1.0,2.0,36.0,1.0,852.0,2.0,1.0,390.0,1,-0.3348307330664006,-0.2010103539976078
753,Pilot,d09302021,OxXnd,memory_test,17.0,0.0,0.0,18.0,12.0,1.0,988.0,,1.0,286.0,0,-0.0936550709834851,-0.6329334287032116
754,Pilot,d09302021,OxXnd,memory_test,18.0,1.0,1.0,43.0,48.0,1.0,2596.0,43.0,1.0,294.0,1,2.7578924630556925,-0.5997085768027804
755,Pilot,d09302021,OxXnd,memory_test,19.0,1.0,1.0,7.0,1.0,1.0,827.0,1.0,0.0,254.0,1,-0.3791644944787012,-0.7658328363049357
756,Pilot,d09302021,OxXnd,memory_test,20.0,1.0,1.0,39.0,35.0,0.0,898.0,39.0,,,0,-0.2532566120677674,
757,Pilot,d09302021,OxXnd,memory_test,21.0,1.0,0.0,35.0,56.0,1.0,787.0,,0.0,303.0,0,-0.4500985127383823,-0.5623306184147955
758,Pilot,d09302021,OxXnd,memory_test,22.0,1.0,1.0,33.0,16.0,1.0,564.0,16.0,0.0,278.0,1,-0.8455556645361041,-0.6661582806036426
759,Pilot,d09302021,OxXnd,memory_test,23.0,1.0,0.0,39.0,47.0,0.0,247.0,,,,1,-1.4077077592440763,
760,Pilot,d09302021,OxXnd,memory_test,24.0,0.0,1.0,28.0,44.0,1.0,515.0,28.0,1.0,423.0,1,-0.9324498369042132,-0.0639578399083296
761,Pilot,d09302021,OxXnd,memory_test,25.0,0.0,0.0,8.0,28.0,1.0,276.0,,0.0,374.0,0,-1.3562805960058075,-0.2674600577984699
762,Pilot,d09302021,OxXnd,memory_test,26.0,1.0,0.0,55.0,33.0,0.0,307.0,,,,1,-1.3013067318545548,
763,Pilot,d09302021,OxXnd,memory_test,27.0,1.0,1.0,11.0,41.0,1.0,915.0,11.0,1.0,255.0,1,-0.223109654307403,-0.7616797298173819
764,Pilot,d09302021,OxXnd,memory_test,28.0,0.0,0.0,49.0,51.0,1.0,723.0,,1.0,342.0,0,-0.563592941953872,-0.4003594654001941
765,Pilot,d09302021,OxXnd,memory_test,29.0,0.0,1.0,52.0,13.0,1.0,908.0,13.0,0.0,534.0,1,-0.2355231075028472,0.3970369802101512
766,Pilot,d09302021,OxXnd,memory_test,30.0,0.0,0.0,44.0,21.0,1.0,1452.0,,0.0,198.0,0,0.7291795408288149,-0.9984067996079532
767,Pilot,d09302021,OxXnd,memory_test,31.0,0.0,0.0,26.0,52.0,1.0,716.0,,1.0,302.0,0,-0.5760063951493162,-0.5664837249023494
768,Pilot,d09302021,VP3Tz,memory_test,0.0,0.0,1.0,57.0,56.0,1.0,2091.0,57.0,1.0,2670.0,1,1.9827470588102327,2.812706371437483
769,Pilot,d09302021,VP3Tz,memory_test,1.0,0.0,0.0,56.0,23.0,0.0,1950.0,,,,1,1.5643896547066147,
770,Pilot,d09302021,VP3Tz,memory_test,2.0,0.0,0.0,39.0,7.0,0.0,2082.0,,,,1,1.9560433947185123,
771,Pilot,d09302021,VP3Tz,memory_test,3.0,1.0,1.0,1.0,17.0,0.0,1324.0,1.0,,,0,-0.2929985365619311,
772,Pilot,d09302021,VP3Tz,memory_test,4.0,1.0,0.0,58.0,50.0,1.0,1455.0,,1.0,767.0,0,0.0956881296619977,-0.0198756178033965
773,Pilot,d09302021,VP3Tz,memory_test,5.0,1.0,1.0,27.0,24.0,1.0,1879.0,27.0,1.0,782.0,1,1.353727415760821,0.0024516180550444
774,Pilot,d09302021,VP3Tz,memory_test,6.0,0.0,0.0,42.0,46.0,1.0,1677.0,,1.0,324.0,0,0.7543785105910986,-0.679273316822687
775,Pilot,d09302021,VP3Tz,memory_test,7.0,0.0,1.0,59.0,28.0,1.0,1338.0,59.0,1.0,250.0,1,-0.2514595035303662,-0.7894210137243292
776,Pilot,d09302021,VP3Tz,memory_test,8.0,0.0,0.0,32.0,3.0,0.0,1110.0,,,,1,-0.9279523271872808,
777,Pilot,d09302021,VP3Tz,memory_test,9.0,1.0,1.0,25.0,37.0,1.0,1502.0,25.0,1.0,250.0,1,0.2351405976965371,-0.7894210137243292
778,Pilot,d09302021,VP3Tz,memory_test,10.0,1.0,1.0,41.0,26.0,1.0,1574.0,26.0,0.0,1707.0,1,0.4487699104302996,1.379297829325572
779,Pilot,d09302021,VP3Tz,memory_test,11.0,0.0,1.0,3.0,34.0,1.0,1653.0,34.0,0.0,1630.0,1,0.6831687396798445,1.2646846852522415
780,Pilot,d09302021,VP3Tz,memory_test,12.0,0.0,1.0,53.0,7.0,1.0,1912.0,7.0,0.0,519.0,1,1.4516408507637957,-0.3890192506629541
781,Pilot,d09302021,VP3Tz,memory_test,13.0,1.0,0.0,8.0,25.0,0.0,1737.0,,,,1,0.932402937869234,
782,Pilot,d09302021,VP3Tz,memory_test,14.0,1.0,0.0,27.0,17.0,0.0,1286.0,,,,1,-0.4057473405047502,
783,Pilot,d09302021,VP3Tz,memory_test,15.0,1.0,1.0,58.0,29.0,0.0,1028.0,58.0,,,0,-1.1712523778007324,
